age;traveltime;studytime;failures;freetime;G3;school_GP;sex_F;address_U;Mjob_at_home;Mjob_health;Mjob_teacher;Fjob_teacher;reason_course;reason_home;reason_other;reason_reputation;higher_yes;internet_yes;Alc;Parents_edu
18;2;3;0;2;18;True;True;False;True;False;False;False;False;False;False;True;True;False;1;1
18;2;2;0;4;13;True;True;True;False;False;False;False;False;True;False;False;True;True;1;1
17;1;2;0;4;14;True;True;True;False;False;False;False;True;False;False;False;True;True;2;2
18;2;2;0;3;14;True;True;True;False;False;False;False;False;False;False;True;True;True;1;2
17;1;2;0;3;12;True;False;True;False;False;False;False;False;False;False;True;True;True;2;1
18;1;3;0;3;18;True;True;True;True;False;False;False;False;False;True;False;True;True;2;2
17;1;3;0;3;14;True;True;True;False;False;False;True;False;False;False;True;True;True;1;1
18;1;3;0;2;15;True;False;True;False;False;False;False;False;False;False;True;True;True;3;2
18;1;2;0;4;17;True;False;True;False;False;True;True;False;False;False;True;True;True;1;4
18;1;2;0;3;16;True;False;True;False;False;True;False;False;True;False;False;True;True;4;4
17;1;3;0;2;18;True;True;True;False;True;False;False;False;False;False;True;True;True;2;4
17;2;3;0;1;19;True;True;False;False;False;False;False;False;False;False;True;True;False;1;3
18;2;3;0;4;15;True;False;False;False;False;False;False;False;False;False;True;True;True;1;3
17;1;1;0;4;15;True;False;True;False;True;False;False;False;True;False;False;True;True;3;3
18;2;2;0;3;13;True;True;True;False;True;False;False;False;False;False;True;True;True;3;4
18;2;2;0;4;14;True;True;True;False;False;False;False;False;True;False;False;True;True;2;4
18;1;3;0;3;17;True;True;True;False;False;False;False;False;False;False;True;True;True;1;4
18;1;1;0;4;17;True;False;True;False;False;True;True;False;True;False;False;True;True;2;4
18;1;2;0;2;15;True;True;True;False;True;False;False;False;True;False;False;True;True;1;4
17;2;1;0;1;13;True;False;True;False;False;False;True;False;True;False;False;True;True;2;4
17;2;3;0;3;8;True;True;False;False;False;False;False;False;False;False;True;True;True;1;4
17;2;3;0;3;16;True;True;True;False;False;False;False;False;False;False;True;True;True;1;4
17;1;3;0;2;18;True;True;True;False;True;False;False;False;False;False;True;True;True;2;3
18;2;3;1;3;11;True;False;False;True;False;False;False;True;False;False;False;True;True;1;2
18;1;1;1;5;15;True;False;True;False;False;False;False;True;False;False;False;True;False;1;3
18;1;2;0;5;11;True;False;False;False;False;False;False;False;False;False;True;True;False;2;3
18;1;2;0;4;11;True;True;True;False;False;False;True;False;True;False;False;True;False;2;4
18;2;2;0;3;15;True;True;True;False;False;False;False;True;False;False;False;True;True;2;2
17;2;2;0;2;14;True;True;True;False;False;False;False;True;False;False;False;True;True;1;3
17;1;1;0;4;17;True;True;False;False;False;True;True;True;False;False;False;True;True;1;4
18;1;3;0;3;17;True;True;True;False;False;False;False;True;False;False;False;True;True;1;4
18;2;1;0;2;15;True;True;True;False;True;False;False;True;False;False;False;True;True;4;4
17;1;3;0;3;17;True;True;False;True;False;False;False;True;False;False;False;True;True;5;4
18;1;2;0;1;14;True;True;True;True;False;False;False;True;False;False;False;True;True;1;3
18;2;2;0;4;10;True;False;True;False;True;False;False;True;False;False;False;True;True;1;4
18;1;2;0;4;13;True;True;True;False;False;True;False;True;False;False;False;True;True;3;4
18;1;1;0;4;14;True;True;True;False;False;False;False;True;False;False;False;True;True;1;4
17;1;1;0;3;17;True;True;True;False;True;False;False;True;False;False;False;True;True;2;4
17;1;2;0;2;17;True;True;True;False;False;False;False;True;False;False;False;True;True;2;4
17;1;2;0;3;13;True;True;True;False;False;False;False;False;True;False;False;True;True;1;3
17;1;2;0;2;14;True;True;True;False;False;False;False;False;True;False;False;True;True;2;2
18;1;1;0;2;11;True;False;True;False;False;False;False;False;False;False;True;True;True;4;4
18;2;3;0;5;11;True;True;True;False;False;False;False;True;False;False;False;False;False;4;1
18;2;2;1;3;9;True;True;True;False;False;False;False;True;False;False;False;True;True;1;1
18;1;1;0;3;10;True;True;True;False;False;False;False;True;False;False;False;True;True;4;2
17;1;2;0;2;13;True;True;True;False;False;False;False;True;False;False;False;True;False;1;2
17;1;3;0;3;10;True;True;False;False;False;False;False;True;False;False;False;True;True;2;2
17;1;3;0;4;17;True;True;True;False;False;False;False;True;False;False;False;True;True;3;3
17;2;3;0;3;15;True;True;True;True;False;False;False;False;True;False;False;True;True;3;2
18;2;3;0;5;14;True;True;True;False;False;False;False;False;True;False;False;True;True;2;1
18;1;3;0;3;13;True;False;True;False;False;False;False;True;False;False;False;True;True;2;4
17;1;1;0;3;17;True;False;True;False;False;False;False;False;False;False;True;True;True;5;3
17;2;1;0;4;10;True;False;False;False;False;False;False;True;False;False;False;True;True;5;2
17;1;3;0;4;13;True;True;True;False;False;True;False;True;False;False;False;True;True;3;4
17;2;3;0;3;15;True;True;True;False;False;True;True;True;False;False;False;True;True;2;4
17;1;1;0;2;11;True;True;True;True;False;False;False;True;False;False;False;True;True;5;3
18;1;3;0;5;12;True;False;True;False;False;False;False;True;False;False;False;True;True;4;2
18;1;1;0;3;10;True;False;False;True;False;False;False;False;True;False;False;True;False;2;3
18;2;2;0;2;10;True;True;True;True;False;False;False;True;False;False;False;True;False;1;2
17;1;3;0;4;15;True;True;False;True;False;False;False;True;False;False;False;True;True;1;4
18;1;1;0;4;15;True;False;True;False;False;False;False;False;False;False;True;True;True;2;2
18;1;2;0;3;12;True;True;True;False;False;False;False;False;True;False;False;True;True;1;3
18;1;2;0;3;12;True;True;True;False;False;False;False;False;True;False;False;True;True;1;2
18;2;3;0;4;14;True;True;False;True;False;False;False;True;False;False;False;True;False;1;2
17;1;3;0;4;14;True;True;True;False;False;False;False;True;False;False;False;True;True;3;4
17;1;2;0;3;15;True;True;True;False;False;False;False;False;True;False;False;True;True;3;3
18;1;3;0;3;15;True;True;True;False;False;False;False;False;True;False;False;True;True;1;3
17;1;2;0;3;16;True;True;False;False;False;False;False;False;True;False;False;True;True;3;3
18;1;2;0;3;13;True;False;True;False;False;True;False;False;True;False;False;True;True;2;4
18;1;2;0;3;17;True;False;True;False;False;False;False;False;True;False;False;True;True;3;4
17;1;2;0;3;14;True;True;True;True;False;False;False;False;True;False;False;True;True;2;2
18;1;3;0;3;14;True;True;True;True;False;False;False;True;False;False;False;True;True;2;3
18;1;3;0;4;17;True;True;True;False;False;False;False;False;False;True;False;True;True;3;3
18;1;3;0;3;17;True;False;False;False;False;True;False;True;False;False;False;True;True;2;4
18;1;3;0;4;14;True;False;True;False;False;True;False;True;False;False;False;True;True;3;4
17;1;3;0;4;13;True;True;True;False;True;False;False;False;False;False;True;True;True;3;4
17;2;2;0;3;15;True;True;True;False;False;False;False;True;False;False;False;True;True;2;2
17;1;2;0;3;16;True;True;True;False;False;False;False;False;False;False;True;True;True;4;2
18;2;1;1;2;11;True;True;True;True;False;False;False;False;True;False;False;False;True;4;3
17;1;1;1;1;13;True;True;True;False;False;False;False;False;True;False;False;True;True;1;3
18;1;3;1;3;12;True;True;True;False;False;False;False;False;False;False;True;True;True;1;4
18;1;2;0;4;12;True;False;True;False;False;False;False;False;False;False;True;False;True;3;2
18;1;2;0;3;15;True;False;True;False;False;False;False;False;False;False;True;True;True;4;4
17;1;2;0;3;17;True;True;True;False;False;False;False;False;False;False;True;True;True;3;2
17;1;3;0;4;15;True;False;True;False;True;False;False;False;False;False;True;True;True;2;4
18;1;2;0;2;17;True;True;True;False;False;True;False;True;False;False;False;True;True;1;4
18;2;2;1;3;10;True;False;False;True;False;False;False;True;False;False;False;False;True;5;1
18;2;3;0;2;15;True;True;False;False;False;False;False;False;False;False;True;True;True;3;1
18;1;1;1;2;11;True;True;True;False;False;True;False;False;True;False;False;True;True;4;4
17;1;2;0;4;18;True;False;True;False;False;False;False;False;False;False;True;True;True;2;3
18;1;3;0;3;17;True;True;True;True;False;False;False;False;False;False;True;True;True;2;3
18;1;1;0;1;14;True;False;False;False;False;False;False;False;False;False;True;True;True;5;3
18;1;1;0;3;11;True;False;True;False;False;False;False;False;False;False;True;True;True;4;2
18;2;2;0;1;17;True;True;True;False;False;False;False;False;False;False;True;True;True;3;2
18;2;1;1;3;10;True;True;True;False;False;False;False;False;False;False;True;True;True;1;1
18;1;2;0;1;13;True;True;True;False;False;False;False;False;True;False;False;True;True;2;3
16;2;1;0;3;11;False;True;True;True;False;False;False;False;False;True;False;False;True;3;3
16;2;2;0;4;12;False;True;False;False;False;False;False;True;False;False;False;True;True;1;2
15;1;1;1;1;10;False;True;False;True;False;False;False;False;False;True;False;True;False;1;1
15;2;1;0;4;11;False;True;False;True;False;False;False;True;False;False;False;True;True;3;3
16;2;2;0;5;17;False;True;False;True;False;False;False;True;False;False;False;True;False;2;3
15;2;1;0;3;9;False;True;False;True;False;False;False;False;True;False;False;False;False;1;2
16;1;2;0;3;11;False;False;False;True;False;False;False;False;True;False;False;True;False;3;4
16;1;3;0;4;11;False;False;True;False;False;False;False;False;False;True;False;True;True;1;2
17;1;2;1;5;10;False;True;False;True;False;False;False;True;False;False;False;True;False;2;3
17;1;1;1;4;7;False;True;False;False;False;False;False;False;False;True;False;False;True;2;1
15;2;1;0;5;14;False;True;False;False;False;True;False;True;False;False;False;True;True;5;4
16;2;3;0;2;11;False;True;True;True;False;False;False;False;False;False;True;False;False;1;2
15;2;2;0;4;10;False;True;False;True;False;False;False;False;False;False;True;True;True;2;1
15;2;1;1;4;8;False;True;False;False;False;False;False;True;False;False;False;True;True;2;1
16;2;1;0;2;12;False;True;False;False;False;False;False;False;False;True;False;True;False;2;2
17;2;1;0;5;12;False;True;False;False;False;False;False;True;False;False;False;True;True;3;3
15;2;1;0;1;16;False;True;False;False;False;False;False;True;False;False;False;True;True;1;3
16;2;2;0;4;0;False;False;True;True;False;False;False;False;True;False;False;True;False;5;1
17;1;2;0;4;9;False;False;True;False;False;False;False;False;True;False;False;True;True;4;1
15;1;2;0;3;14;False;False;False;False;True;False;False;False;False;False;True;True;True;2;4
15;1;2;0;3;8;False;False;False;False;True;False;False;False;False;False;True;True;True;2;4
16;2;2;0;4;11;False;False;False;False;False;False;False;False;False;True;False;True;False;2;4
15;2;2;0;4;9;False;False;False;False;False;False;False;True;False;False;False;True;False;4;1
15;1;2;0;3;11;False;False;True;True;False;False;False;False;False;False;True;True;True;1;3
17;2;1;0;5;9;False;False;False;False;False;False;False;False;False;True;False;False;False;5;2
16;2;3;0;2;17;False;True;False;False;False;True;True;True;False;False;False;True;True;1;4
15;2;1;0;1;13;False;True;False;False;False;False;False;True;False;False;False;True;False;1;2
16;2;2;0;5;15;False;True;False;False;False;False;False;True;False;False;False;True;True;2;3
16;2;2;0;3;11;False;False;False;False;False;False;False;True;False;False;False;True;False;1;2
16;2;2;0;4;11;False;True;False;False;False;False;False;True;False;False;False;True;True;1;2
16;1;3;1;3;8;False;True;True;False;False;False;False;True;False;False;False;True;False;2;2
16;1;3;1;3;8;False;True;True;False;False;False;False;True;False;False;False;True;False;2;2
15;1;2;0;4;9;False;True;True;True;False;False;False;False;True;False;False;True;True;3;2
16;1;2;0;4;15;False;True;True;True;False;False;False;True;False;False;False;True;False;2;1
17;1;1;0;5;11;False;False;False;True;False;False;False;False;False;False;True;True;True;5;2
16;2;3;0;3;13;False;True;False;False;False;False;False;False;True;False;False;True;True;1;1
16;2;3;0;4;10;False;True;False;True;False;False;False;False;False;True;False;True;False;1;1
15;2;2;0;3;11;False;True;False;True;False;False;False;False;True;False;False;True;True;1;1
16;2;1;0;2;14;False;True;False;True;False;False;False;False;False;True;False;True;True;4;1
15;2;2;0;2;14;False;True;False;True;False;False;False;True;False;False;False;True;False;2;1
15;1;3;0;4;12;False;True;False;False;False;False;False;False;False;True;False;True;False;2;2
16;2;1;0;4;11;False;False;False;True;False;False;False;False;False;True;False;True;False;4;1
18;1;2;1;4;8;False;True;True;False;False;False;False;True;False;False;False;True;True;3;2
15;2;1;0;2;11;False;False;True;False;False;False;False;False;True;False;False;True;False;3;3
16;2;2;0;3;14;False;True;False;False;False;False;False;True;False;False;False;True;True;1;2
15;2;1;0;3;13;False;False;True;False;True;False;False;False;False;False;True;True;False;2;2
16;1;2;0;3;13;False;False;True;False;False;False;True;True;False;False;False;True;False;1;4
15;1;2;0;5;12;False;True;False;False;False;False;False;False;False;False;True;True;True;1;3
16;2;2;1;4;12;False;True;False;True;False;False;False;True;False;False;False;True;False;3;2
16;2;1;0;3;16;False;True;False;False;False;False;False;False;True;False;False;True;False;1;2
16;2;1;0;4;10;False;False;True;True;False;False;False;True;False;False;False;True;True;3;2
15;2;1;0;2;11;False;False;False;True;False;False;False;False;False;False;True;True;True;5;3
15;2;3;0;3;14;False;True;True;False;False;False;False;True;False;False;False;True;False;1;2
16;1;1;0;4;8;False;True;False;False;False;False;False;False;True;False;False;True;True;1;2
15;2;1;0;3;11;False;False;True;False;False;False;False;True;False;False;False;True;True;4;3
16;2;2;1;4;8;False;True;False;True;False;False;False;True;False;False;False;True;False;1;1
17;1;1;0;5;10;False;True;True;False;False;False;False;True;False;False;False;False;False;1;2
18;1;1;1;4;10;False;True;True;True;False;False;False;True;False;False;False;False;True;1;3
17;2;1;0;5;11;False;True;False;True;False;False;False;True;False;False;False;False;False;1;2
15;2;1;0;2;9;False;True;False;True;False;False;False;True;False;False;False;False;False;3;1
16;2;2;0;4;11;False;True;False;False;False;False;False;True;False;False;False;False;True;2;2
16;1;1;0;3;8;False;True;True;False;False;False;False;False;True;False;False;False;False;2;2
17;2;2;0;3;11;False;True;False;True;False;False;False;True;False;False;False;True;True;2;2
16;1;1;1;4;10;False;True;True;False;False;False;False;True;False;False;False;True;True;4;2
18;2;3;1;3;10;False;True;False;False;False;False;False;True;False;False;False;False;False;1;3
18;1;3;1;3;9;False;True;True;True;False;False;False;True;False;False;False;False;False;1;1
18;2;1;1;4;10;False;False;False;False;False;False;False;False;True;False;False;False;True;4;1
18;2;1;1;2;10;False;True;False;True;False;False;False;True;False;False;False;False;True;1;1
18;2;2;1;1;9;False;True;True;False;False;False;False;True;False;False;False;True;True;4;1
16;1;2;0;3;10;False;True;False;False;True;False;False;True;False;False;False;True;False;1;2
17;2;1;0;4;10;False;True;True;False;False;False;False;True;False;False;False;True;False;5;1
16;1;2;0;4;9;False;True;False;True;False;False;False;True;False;False;False;False;True;3;2
16;1;1;0;5;13;False;True;True;False;False;False;False;False;False;False;True;False;True;1;3
16;1;1;0;4;14;False;True;False;False;False;False;False;False;True;False;False;True;True;2;1
17;2;3;1;4;10;False;False;True;False;False;False;False;True;False;False;False;True;False;4;3
16;1;2;0;3;14;False;True;True;False;False;False;False;True;False;False;False;True;True;1;2
16;1;1;0;2;16;False;True;True;False;False;False;False;True;False;False;False;True;False;2;2
17;1;1;1;3;7;False;False;True;False;False;False;False;True;False;False;False;False;True;5;2
16;1;1;0;2;13;False;False;True;False;False;False;False;True;False;False;False;True;True;5;4
17;2;3;1;3;9;False;False;False;False;False;False;False;False;False;True;False;True;False;5;2
16;1;3;0;2;14;False;True;True;False;False;False;False;True;False;False;False;True;True;1;1
18;1;3;0;4;13;False;True;True;False;False;False;False;False;True;False;False;True;True;1;2
17;2;1;0;4;11;False;True;False;True;False;False;False;False;False;False;True;True;True;2;1
18;2;2;1;3;10;False;True;True;True;False;False;False;False;False;True;False;True;True;4;3
17;1;3;0;3;10;False;True;True;False;False;False;False;True;False;False;False;True;False;1;1
17;2;1;1;4;9;False;False;False;False;False;False;False;True;False;False;False;True;True;2;2
16;2;2;0;3;18;False;True;False;True;False;False;False;True;False;False;False;True;False;1;1
17;2;2;0;3;17;False;True;False;False;False;False;False;False;False;False;True;True;False;1;2
17;2;2;0;4;10;False;True;True;False;False;False;False;False;False;True;False;True;True;1;1
18;1;2;1;3;7;False;True;False;True;False;False;False;False;False;True;False;True;True;1;1
16;1;1;0;1;8;False;True;True;False;False;False;False;True;False;False;False;True;True;3;3
16;1;1;0;1;7;False;True;True;False;False;False;False;True;False;False;False;True;True;4;3
18;2;2;0;3;10;False;True;True;False;False;False;False;False;False;False;True;True;False;4;1
16;1;2;0;3;16;False;True;False;False;True;False;True;False;False;False;True;True;True;3;4
16;2;1;0;4;15;False;True;False;False;False;False;False;False;False;False;True;True;True;4;2
18;1;2;1;3;8;False;True;True;False;False;False;False;False;False;False;True;True;True;3;4
16;2;2;0;2;0;False;False;False;False;False;False;False;False;False;False;True;True;True;1;2
16;2;2;0;3;8;False;True;True;True;False;False;False;False;False;True;False;True;True;3;1
16;2;2;0;3;10;False;True;False;True;False;False;False;False;False;True;False;True;True;1;3
16;1;2;0;3;8;False;True;True;False;True;False;False;True;False;False;False;True;True;2;4
18;1;3;0;5;6;False;False;True;True;False;False;False;False;True;False;False;False;True;5;4
16;2;2;0;2;8;False;True;False;True;False;False;False;False;False;True;False;True;False;1;4
17;1;3;0;4;16;False;False;True;False;False;False;False;False;True;False;False;True;True;2;4
17;1;1;0;2;14;False;True;False;False;False;False;False;False;False;True;False;True;True;2;4
16;2;3;0;1;10;False;False;True;False;False;False;False;False;False;True;False;True;False;2;2
17;1;1;0;1;9;False;True;False;True;False;False;False;False;False;True;False;True;True;2;2
16;2;1;0;1;11;False;True;True;False;False;False;False;False;False;True;False;True;False;2;4
17;1;1;0;1;9;False;False;True;False;False;False;False;False;True;False;False;True;True;5;3
17;2;2;0;1;10;False;False;True;True;False;False;False;False;False;True;False;True;True;3;1
16;2;2;0;2;8;False;False;True;False;True;False;False;False;False;True;False;True;True;4;2
16;1;2;0;2;16;False;True;True;False;False;False;False;False;False;True;False;True;True;1;2
16;1;1;0;1;12;False;False;True;False;False;True;False;False;False;True;False;True;True;5;4
15;2;2;0;5;10;False;False;False;False;False;False;False;True;False;False;False;True;False;3;2
15;2;3;0;4;14;False;False;True;False;False;False;False;False;False;False;True;True;False;3;2
15;1;1;0;3;12;False;False;True;False;False;False;False;True;False;False;False;True;True;2;2
16;1;3;0;3;11;False;True;False;False;False;False;False;True;False;False;False;True;False;2;2
16;2;2;0;2;10;False;True;True;False;False;False;False;False;True;False;False;True;True;2;4
17;2;1;0;3;11;False;True;True;True;False;False;False;False;True;False;False;True;False;2;3
17;2;2;0;1;11;False;True;False;False;False;False;False;False;False;True;False;True;False;1;2
16;2;3;0;3;12;False;True;True;False;False;True;False;True;False;False;False;True;True;4;4
17;2;1;1;3;8;False;False;False;False;True;False;False;True;False;False;False;True;True;3;4
17;2;1;0;1;12;False;False;False;False;False;False;False;True;False;False;False;True;False;3;3
17;1;2;1;4;8;False;False;True;False;False;False;False;False;False;True;False;True;True;4;4
17;1;2;0;2;16;False;True;True;False;True;False;False;True;False;False;False;True;True;1;4
16;1;1;0;1;11;False;False;False;False;False;False;False;False;False;True;False;True;True;2;4
17;1;2;0;5;11;False;True;True;True;False;False;False;False;False;True;False;True;True;2;1
17;2;2;0;3;18;False;True;False;False;False;False;False;True;False;False;False;True;True;3;4
16;2;2;0;1;13;False;False;True;False;False;False;False;True;False;False;False;True;True;2;2
17;2;2;0;1;13;False;False;True;False;False;False;False;False;False;True;False;True;True;2;3
18;1;2;1;4;10;False;False;True;False;False;False;False;False;False;True;False;False;True;4;1
17;1;1;0;1;12;False;False;True;False;False;False;False;False;True;False;False;True;False;1;1
17;2;1;0;5;10;False;True;False;True;False;False;False;True;False;False;False;False;True;2;1
16;1;3;0;3;13;False;True;False;False;False;False;False;False;True;False;False;True;True;1;2
16;1;1;0;4;11;False;False;False;False;False;False;False;True;False;False;False;True;False;4;2
17;2;2;1;4;10;False;True;False;False;False;False;False;True;False;False;False;True;True;1;3
17;2;1;0;5;10;False;False;False;False;False;False;False;True;False;False;False;False;False;5;2
18;2;1;1;3;13;False;False;False;True;False;False;False;True;False;False;False;True;False;1;1
17;2;1;0;5;10;False;False;False;False;False;False;False;True;False;False;False;True;True;3;1
18;2;2;0;3;10;False;False;True;True;False;False;False;True;False;False;False;True;False;4;1
16;1;2;0;4;12;False;True;False;False;False;False;False;True;False;False;False;True;False;1;2
17;1;1;1;2;0;False;False;True;False;False;False;False;True;False;False;False;True;False;3;2
16;2;1;0;5;10;False;False;False;False;False;False;False;True;False;False;False;True;True;3;3
16;2;1;0;5;9;False;False;False;True;False;False;False;True;False;False;False;True;True;4;1
18;2;1;1;3;9;False;False;False;False;False;False;False;True;False;False;False;False;True;3;1
18;1;1;1;3;0;False;False;False;False;False;False;False;True;False;False;False;False;True;2;3
18;2;1;1;2;9;False;False;True;True;False;False;False;True;False;False;False;True;False;1;3
18;1;2;1;4;8;False;False;True;True;False;False;False;True;False;False;False;False;True;3;3
16;2;1;0;4;8;False;False;False;False;False;False;False;True;False;False;False;True;True;4;2
18;2;1;1;4;9;False;False;True;True;False;False;False;True;False;False;False;False;True;3;2
16;2;2;1;5;7;False;True;True;False;False;False;False;True;False;False;False;True;False;1;3
17;1;1;0;3;10;False;True;True;False;False;False;False;True;False;False;False;True;False;2;1
18;2;1;1;4;10;False;False;False;False;False;False;False;True;False;False;False;False;True;4;1
18;1;1;0;4;10;False;True;False;False;False;False;False;True;False;False;False;True;True;4;4
18;2;1;0;5;11;False;False;False;False;False;False;False;True;False;False;False;True;True;5;3
18;2;2;1;4;11;False;False;False;False;False;False;False;False;True;False;False;True;True;3;1
17;2;2;1;5;10;False;False;True;False;True;False;False;True;False;False;False;True;True;3;3
18;1;1;0;3;9;False;False;True;True;False;False;False;True;False;False;False;False;True;3;3
18;2;1;1;4;10;False;False;False;False;False;False;False;False;True;False;False;True;True;3;1
18;2;2;1;3;8;False;True;True;True;False;False;False;True;False;False;False;True;False;1;2
18;1;1;0;4;7;False;True;True;True;False;False;False;True;False;False;False;False;False;1;1
18;2;1;1;5;0;False;True;False;False;False;False;False;False;False;True;False;False;True;1;2
17;2;1;0;4;11;False;True;False;True;False;False;False;True;False;False;False;True;True;1;0
17;2;3;0;2;8;False;True;False;False;False;False;False;True;False;False;False;False;False;2;3
17;1;2;0;5;0;False;True;True;False;False;True;False;False;True;False;False;True;True;3;4
18;1;2;1;3;8;False;True;False;False;False;False;False;True;False;False;False;True;True;2;2
17;1;1;0;2;9;False;True;True;False;True;False;False;True;False;False;False;True;False;1;4
17;1;1;0;5;10;False;True;True;True;False;False;False;True;False;False;False;True;True;1;2
18;2;2;1;4;7;False;True;True;False;False;False;False;True;False;False;False;True;False;2;1
18;2;2;0;3;14;False;True;True;False;False;False;False;False;False;False;True;True;True;1;2
17;2;1;0;4;13;False;True;True;False;False;False;False;True;False;False;False;True;True;1;3
18;2;2;0;4;14;False;True;True;True;False;False;False;False;False;False;True;True;True;2;2
18;2;2;0;3;18;False;True;True;False;False;True;True;False;False;False;True;True;True;2;4
18;1;1;0;4;17;False;False;True;False;False;False;False;False;False;False;True;True;True;1;4
17;2;2;0;3;18;False;True;True;False;False;False;False;True;False;False;False;True;True;2;4
18;2;2;1;3;0;False;True;False;True;False;False;False;True;False;False;False;True;False;1;2
18;2;1;0;1;11;False;False;True;True;False;False;False;False;True;False;False;True;False;5;2
18;2;1;0;5;14;False;False;False;True;False;False;False;False;False;True;False;True;True;1;4
17;2;1;0;2;14;False;False;False;False;False;False;False;False;False;True;False;False;False;4;1
18;2;2;0;3;10;False;True;True;False;False;False;False;True;False;False;False;True;True;1;2
18;2;3;0;4;13;False;True;True;False;False;False;False;True;False;False;False;True;True;4;2
18;1;2;0;3;0;False;True;False;False;False;True;False;False;False;False;True;True;True;1;4
18;2;2;1;4;10;False;True;True;True;False;False;False;True;False;False;False;False;False;2;1
18;2;1;1;5;0;False;True;True;True;False;False;False;False;False;True;False;False;False;3;1
17;2;3;0;2;18;False;True;True;False;False;True;False;True;False;False;False;True;True;3;4
17;2;2;0;3;12;False;True;False;False;False;False;False;False;False;False;True;True;True;2;2
18;1;2;0;2;11;False;True;True;True;False;False;False;True;False;False;False;True;False;2;1
18;2;2;0;1;12;False;True;True;True;False;False;False;True;False;False;False;False;False;1;2
18;2;2;1;5;0;False;True;False;True;False;False;False;True;False;False;False;False;False;4;1
18;2;3;0;2;15;False;True;False;False;False;False;False;False;True;False;False;True;True;1;2
17;2;2;1;5;11;False;False;False;False;False;False;False;False;True;False;False;True;True;3;4
18;1;2;0;3;10;False;True;True;False;False;False;False;True;False;False;False;True;False;1;3
17;2;2;0;3;12;False;True;False;False;False;True;False;False;False;True;False;True;True;2;4
17;2;2;0;2;15;False;True;True;False;False;False;False;False;False;False;True;True;False;2;3
18;2;1;0;3;14;False;False;True;False;False;False;False;False;True;False;False;True;True;2;1
18;2;3;0;3;18;False;True;True;True;False;False;False;True;False;False;False;True;True;1;1
18;2;2;0;3;15;False;True;False;True;False;False;False;True;False;False;False;True;False;4;2
18;2;2;0;3;13;False;True;True;False;False;False;False;False;False;True;False;True;True;3;3
17;1;2;0;3;15;False;True;True;True;False;False;False;True;False;False;False;True;True;1;4
17;2;2;0;2;13;False;True;False;False;False;False;False;True;False;False;False;True;False;2;2
18;2;2;0;3;9;False;False;False;True;False;False;False;True;False;False;False;True;False;4;3
18;2;3;0;2;16;False;False;True;False;False;True;False;False;False;True;False;True;True;2;4
17;2;1;1;2;9;False;True;False;False;False;False;False;False;False;False;True;True;True;2;1
18;2;1;0;2;10;False;True;True;True;False;False;False;True;False;False;False;True;True;2;3
18;2;2;0;2;0;False;True;False;False;False;False;True;False;False;True;False;True;True;4;4
18;2;1;0;3;10;False;False;False;True;False;False;False;False;False;True;False;False;True;3;2
17;1;3;0;4;12;False;True;True;False;False;False;False;False;True;False;False;True;False;1;2
17;1;1;0;5;9;False;True;False;False;False;False;False;True;False;False;False;True;True;3;2
18;2;3;0;4;17;False;True;False;False;False;False;False;False;False;False;True;True;True;1;4
18;2;3;0;3;12;False;True;False;False;False;False;False;False;True;False;False;True;True;2;1
18;2;2;1;3;9;False;True;False;True;False;False;False;True;False;False;False;True;True;1;1
18;1;2;0;4;14;False;True;False;False;False;True;False;True;False;False;False;True;True;4;4
18;1;2;0;1;16;False;True;True;False;False;False;False;False;True;False;False;True;True;2;3
17;1;2;0;5;9;False;True;False;True;False;False;False;False;False;False;True;True;True;3;3
18;1;2;0;2;19;False;False;True;False;False;True;True;False;True;False;False;True;True;4;4
18;2;1;0;4;0;False;False;False;False;False;False;False;False;False;True;False;True;True;3;2
17;2;2;0;4;16;False;False;True;False;False;False;False;False;True;False;False;True;True;1;3
18;2;1;1;3;0;False;False;False;False;False;False;False;False;False;True;False;True;False;3;1
18;2;1;1;4;0;False;False;False;False;False;False;False;False;True;False;False;True;False;4;4
18;2;3;0;3;15;False;True;False;True;False;False;False;False;False;True;False;True;False;3;2
17;2;2;0;5;11;False;True;True;False;False;True;False;False;False;True;False;True;True;1;4
18;2;1;0;4;10;False;True;False;False;False;True;False;False;False;False;True;True;True;2;4
18;1;3;1;4;10;False;True;False;False;False;False;False;True;False;False;False;True;True;2;3
18;1;2;0;3;16;False;True;True;False;False;True;False;True;False;False;False;True;True;1;3
18;2;2;0;1;9;False;True;True;False;False;False;False;True;False;False;False;True;False;1;1
17;2;1;0;4;10;False;False;True;False;False;False;False;True;False;False;False;True;True;4;3
18;2;1;0;4;11;False;False;False;False;False;False;False;True;False;False;False;True;True;4;3
